L,bond_dim,ell,x,code_label,state_0,state_1,D_code,quantity,value_bits,E0,E1,E2,gap_ratio,P0,P1,P2,overlap_re,overlap_im,overlap_abs,entropy_base,method,warning
16,14,2,0.125,I_epsilon,I,epsilon,2,mutual_information_XR,0.07379476803488116,-20.40459418815213,-20.30633996618739,-19.620452966496455,7.980738190945856,0.9999999997328268,-0.9999999364111831,0.9999996109240911,4.1964852624809534e-7,5.30766606213727e-7,6.76622550506437e-7,2.0,direct_puMPS_rdm,
16,14,2,0.125,I_sigma,I,sigma,2,mutual_information_XR,0.6406776418662237,-20.40459418815213,-20.30633996618739,-19.620452966496455,7.980738190945856,0.9999999997328268,-0.9999999364111831,0.9999996109240911,1.015819991969953e-6,3.573618255466013e-6,3.715190128632152e-6,2.0,direct_puMPS_rdm,
16,14,3,0.1875,I_epsilon,I,epsilon,2,mutual_information_XR,0.16430112548672282,-20.40459418815213,-20.30633996618739,-19.620452966496455,7.980738190945856,0.9999999997328268,-0.9999999364111831,0.9999996109240911,4.1964852612579734e-7,5.307666063290861e-7,6.766225505210782e-7,2.0,direct_puMPS_rdm,
16,14,3,0.1875,I_sigma,I,sigma,2,mutual_information_XR,0.7261918216294254,-20.40459418815213,-20.30633996618739,-19.620452966496455,7.980738190945856,0.9999999997328268,-0.9999999364111831,0.9999996109240911,1.015819992073074e-6,3.573618255443272e-6,3.7151901286384733e-6,2.0,direct_puMPS_rdm,
16,14,4,0.25,I_epsilon,I,epsilon,2,mutual_information_XR,0.28729645271215,-20.40459418815213,-20.30633996618739,-19.620452966496455,7.980738190945856,0.9999999997328268,-0.9999999364111831,0.9999996109240911,4.196485262177377e-7,5.307666061166909e-7,6.766225504114904e-7,2.0,direct_puMPS_rdm,
16,14,4,0.25,I_sigma,I,sigma,2,mutual_information_XR,0.7939987749023696,-20.40459418815213,-20.30633996618739,-19.620452966496455,7.980738190945856,0.9999999997328268,-0.9999999364111831,0.9999996109240911,1.0158199919084518e-6,3.5736182554568585e-6,3.7151901286065304e-6,2.0,direct_puMPS_rdm,
16,14,5,0.3125,I_epsilon,I,epsilon,2,mutual_information_XR,0.4385665078449077,-20.40459418815213,-20.30633996618739,-19.620452966496455,7.980738190945856,0.9999999997328268,-0.9999999364111831,0.9999996109240911,4.196485262649005e-7,5.307666062498309e-7,6.76622550545181e-7,2.0,direct_puMPS_rdm,
16,14,5,0.3125,I_sigma,I,sigma,2,mutual_information_XR,0.8520181211851852,-20.40459418815213,-20.30633996618739,-19.620452966496455,7.980738190945856,0.9999999997328268,-0.9999999364111831,0.9999996109240911,1.0158199919462002e-6,3.573618255516994e-6,3.715190128674696e-6,2.0,direct_puMPS_rdm,
16,14,6,0.375,I_epsilon,I,epsilon,2,mutual_information_XR,0.6124727426864354,-20.40459418815213,-20.30633996618739,-19.620452966496455,7.980738190945856,0.9999999997328268,-0.9999999364111831,0.9999996109240911,4.196485262013391e-7,5.307666062292989e-7,6.766225504896534e-7,2.0,direct_puMPS_rdm,
16,14,6,0.375,I_sigma,I,sigma,2,mutual_information_XR,0.9041565095189066,-20.40459418815213,-20.30633996618739,-19.620452966496455,7.980738190945856,0.9999999997328268,-0.9999999364111831,0.9999996109240911,1.0158199918793842e-6,3.5736182554409093e-6,3.7151901285832413e-6,2.0,direct_puMPS_rdm,
16,14,7,0.4375,I_epsilon,I,epsilon,2,mutual_information_XR,0.8021789693179131,-20.40459418815213,-20.30633996618739,-19.620452966496455,7.980738190945856,0.9999999997328268,-0.9999999364111831,0.9999996109240911,4.196485261717133e-7,5.307666060306866e-7,6.766225503154807e-7,2.0,direct_puMPS_rdm,
16,14,7,0.4375,I_sigma,I,sigma,2,mutual_information_XR,0.9528725597773771,-20.40459418815213,-20.30633996618739,-19.620452966496455,7.980738190945856,0.9999999997328268,-0.9999999364111831,0.9999996109240911,1.0158199919300346e-6,3.5736182554466458e-6,3.7151901286026082e-6,2.0,direct_puMPS_rdm,
16,14,8,0.5,I_epsilon,I,epsilon,2,mutual_information_XR,0.999999999999956,-20.40459418815213,-20.30633996618739,-19.620452966496455,7.980738190945856,0.9999999997328268,-0.9999999364111831,0.9999996109240911,4.196485263383552e-7,5.30766606017195e-7,6.766225504082505e-7,2.0,direct_puMPS_rdm,
16,14,8,0.5,I_sigma,I,sigma,2,mutual_information_XR,0.9999999999999623,-20.40459418815213,-20.30633996618739,-19.620452966496455,7.980738190945856,0.9999999997328268,-0.9999999364111831,0.9999996109240911,1.0158199920633341e-6,3.573618255460465e-6,3.715190128652348e-6,2.0,direct_puMPS_rdm,
18,16,2,0.1111111111111111,I_epsilon,I,epsilon,2,mutual_information_XR,0.05844178027000524,-22.9474263250647,-22.86010460264744,-22.25018033822933,7.98479424745682,0.9999999999562452,-0.9999999998496087,0.9999999771360073,1.0756264236851804e-7,-2.3134237219987752e-7,2.5512548913890274e-7,2.0,direct_puMPS_rdm,
18,16,2,0.1111111111111111,I_sigma,I,sigma,2,mutual_information_XR,0.6184007369696687,-22.9474263250647,-22.86010460264744,-22.25018033822933,7.98479424745682,0.9999999999562452,-0.9999999998496087,0.9999999771360073,-1.558077436652469e-8,4.5988344796232323e-8,4.855603347636318e-8,2.0,direct_puMPS_rdm,
18,16,3,0.16666666666666666,I_epsilon,I,epsilon,2,mutual_information_XR,0.1304110088965631,-22.9474263250647,-22.86010460264744,-22.25018033822933,7.98479424745682,0.9999999999562452,-0.9999999998496087,0.9999999771360073,1.0756264240754931e-7,-2.3134237220074488e-7,2.551254891561451e-7,2.0,direct_puMPS_rdm,
18,16,3,0.16666666666666666,I_sigma,I,sigma,2,mutual_information_XR,0.7005894244270481,-22.9474263250647,-22.86010460264744,-22.25018033822933,7.98479424745682,0.9999999999562452,-0.9999999998496087,0.9999999771360073,-1.5580774368693093e-8,4.598834479746221e-8,4.8556033478223826e-8,2.0,direct_puMPS_rdm,
18,16,4,0.2222222222222222,I_epsilon,I,epsilon,2,mutual_information_XR,0.22892337175031985,-22.9474263250647,-22.86010460264744,-22.25018033822933,7.98479424745682,0.9999999999562452,-0.9999999998496087,0.9999999771360073,1.0756264237610745e-7,-2.313423721927218e-7,2.551254891356138e-7,2.0,direct_puMPS_rdm,
18,16,4,0.2222222222222222,I_sigma,I,sigma,2,mutual_information_XR,0.7655520108869385,-22.9474263250647,-22.86010460264744,-22.25018033822933,7.98479424745682,0.9999999999562452,-0.9999999998496087,0.9999999771360073,-1.5580774365070336e-8,4.598834479261888e-8,4.855603347247414e-8,2.0,direct_puMPS_rdm,
18,16,5,0.2777777777777778,I_epsilon,I,epsilon,2,mutual_information_XR,0.35141285189174964,-22.9474263250647,-22.86010460264744,-22.25018033822933,7.98479424745682,0.9999999999562452,-0.9999999998496087,0.9999999771360073,1.0756264240538091e-7,-2.3134237221462267e-7,2.5512548916781494e-7,2.0,direct_puMPS_rdm,
18,16,5,0.2777777777777778,I_sigma,I,sigma,2,mutual_information_XR,0.8208022980174465,-22.9474263250647,-22.86010460264744,-22.25018033822933,7.98479424745682,0.9999999999562452,-0.9999999998496087,0.9999999771360073,-1.558077436874604e-8,4.598834479426584e-8,4.855603347521347e-8,2.0,direct_puMPS_rdm,
18,16,6,0.3333333333333333,I_epsilon,I,epsilon,2,mutual_information_XR,0.4943985922685239,-22.9474263250647,-22.86010460264744,-22.25018033822933,7.98479424745682,0.9999999999562452,-0.9999999998496087,0.9999999771360073,1.0756264234785043e-7,-2.3134237219724833e-7,2.55125489127805e-7,2.0,direct_puMPS_rdm,
18,16,6,0.3333333333333333,I_sigma,I,sigma,2,mutual_information_XR,0.8699648447769772,-22.9474263250647,-22.86010460264744,-22.25018033822933,7.98479424745682,0.9999999999562452,-0.9999999998496087,0.9999999771360073,-1.5580774359558948e-8,4.5988344792978704e-8,4.8556033471046426e-8,2.0,direct_puMPS_rdm,
18,16,7,0.3888888888888889,I_epsilon,I,epsilon,2,mutual_information_XR,0.6535687508661092,-22.9474263250647,-22.86010460264744,-22.25018033822933,7.98479424745682,0.9999999999562452,-0.9999999998496087,0.9999999771360073,1.0756264239104234e-7,-2.3134237208889588e-7,2.551254890477633e-7,2.0,direct_puMPS_rdm,
18,16,7,0.3888888888888889,I_sigma,I,sigma,2,mutual_information_XR,0.9152382137554806,-22.9474263250647,-22.86010460264744,-22.25018033822933,7.98479424745682,0.9999999999562452,-0.9999999998496087,0.9999999771360073,-1.5580774368206893e-8,4.5988344795655745e-8,4.855603347635688e-8,2.0,direct_puMPS_rdm,
18,16,8,0.4444444444444444,I_epsilon,I,epsilon,2,mutual_information_XR,0.8239265479459674,-22.9474263250647,-22.86010460264744,-22.25018033822933,7.98479424745682,0.9999999999562452,-0.9999999998496087,0.9999999771360073,1.0756264232557177e-7,-2.3134237216787492e-7,2.55125489091777e-7,2.0,direct_puMPS_rdm,
18,16,8,0.4444444444444444,I_sigma,I,sigma,2,mutual_information_XR,0.9581714963239196,-22.9474263250647,-22.86010460264744,-22.25018033822933,7.98479424745682,0.9999999999562452,-0.9999999998496087,0.9999999771360073,-1.5580774369401623e-8,4.5988344797687863e-8,4.8556033478664905e-8,2.0,direct_puMPS_rdm,
20,16,2,0.1,I_epsilon,I,epsilon,2,mutual_information_XR,0.047415093975520684,-25.49098903792949,-25.412408338601296,-24.863313004945706,7.9876615803871625,0.9999999999545719,-0.9999998882041033,0.9999995854913777,-1.756132647313599e-7,-2.8611752310794825e-7,3.357130557172807e-7,2.0,direct_puMPS_rdm,
20,16,2,0.1,I_sigma,I,sigma,2,mutual_information_XR,0.599197025892499,-25.49098903792949,-25.412408338601296,-24.863313004945706,7.9876615803871625,0.9999999999545719,-0.9999998882041033,0.9999995854913777,6.794928550863148e-6,-4.0631341847492096e-6,7.917077327815662e-6,2.0,direct_puMPS_rdm,
20,16,3,0.15,I_epsilon,I,epsilon,2,mutual_information_XR,0.10596838342676951,-25.49098903792949,-25.412408338601296,-24.863313004945706,7.9876615803871625,0.9999999999545719,-0.9999998882041033,0.9999995854913777,-1.756132646316133e-7,-2.861175233022373e-7,3.35713055830689e-7,2.0,direct_puMPS_rdm,
20,16,3,0.15,I_sigma,I,sigma,2,mutual_information_XR,0.6785532760007458,-25.49098903792949,-25.412408338601296,-24.863313004945706,7.9876615803871625,0.9999999999545719,-0.9999998882041033,0.9999995854913777,6.7949285509349765e-6,-4.063134184675429e-6,7.917077327839445e-6,2.0,direct_puMPS_rdm,
20,16,4,0.2,I_epsilon,I,epsilon,2,mutual_information_XR,0.1865159223644588,-25.49098903792949,-25.412408338601296,-24.863313004945706,7.9876615803871625,0.9999999999545719,-0.9999998882041033,0.9999995854913777,-1.756132644819934e-7,-2.8611752319858755e-7,3.3571305566408473e-7,2.0,direct_puMPS_rdm,
20,16,4,0.2,I_sigma,I,sigma,2,mutual_information_XR,0.7411534550816543,-25.49098903792949,-25.412408338601296,-24.863313004945706,7.9876615803871625,0.9999999999545719,-0.9999998882041033,0.9999995854913777,6.794928550821588e-6,-4.0631341847969644e-6,7.917077327804501e-6,2.0,direct_puMPS_rdm,
20,16,5,0.25,I_epsilon,I,epsilon,2,mutual_information_XR,0.28741464045399256,-25.49098903792949,-25.412408338601296,-24.863313004945706,7.9876615803871625,0.9999999999545719,-0.9999998882041033,0.9999995854913777,-1.756132644492505e-7,-2.8611752315039476e-7,3.3571305560588356e-7,2.0,direct_puMPS_rdm,
20,16,5,0.25,I_sigma,I,sigma,2,mutual_information_XR,0.7941957200426193,-25.49098903792949,-25.412408338601296,-24.863313004945706,7.9876615803871625,0.9999999999545719,-0.9999998882041033,0.9999995854913777,6.794928550742694e-6,-4.063134184733341e-6,7.917077327704138e-6,2.0,direct_puMPS_rdm,
20,16,6,0.3,I_epsilon,I,epsilon,2,mutual_information_XR,0.40641600496313046,-25.49098903792949,-25.412408338601296,-24.863313004945706,7.9876615803871625,0.9999999999545719,-0.9999998882041033,0.9999995854913777,-1.756132643296359e-7,-2.8611752308604736e-7,3.357130554884713e-7,2.0,direct_puMPS_rdm,
20,16,6,0.3,I_sigma,I,sigma,2,mutual_information_XR,0.841103497520872,-25.49098903792949,-25.412408338601296,-24.863313004945706,7.9876615803871625,0.9999999999545719,-0.9999998882041033,0.9999995854913777,6.794928550833291e-6,-4.0631341847888795e-6,7.917077327810397e-6,2.0,direct_puMPS_rdm,
20,16,7,0.35,I_epsilon,I,epsilon,2,mutual_information_XR,0.5407028694175595,-25.49098903792949,-25.412408338601296,-24.863313004945706,7.9876615803871625,0.9999999999545719,-0.9999998882041033,0.9999995854913777,-1.7561326442137295e-7,-2.861175232788185e-7,3.3571305570075215e-7,2.0,direct_puMPS_rdm,
20,16,7,0.35,I_sigma,I,sigma,2,mutual_information_XR,0.8839070882408255,-25.49098903792949,-25.412408338601296,-24.863313004945706,7.9876615803871625,0.9999999999545719,-0.9999998882041033,0.9999995854913777,6.794928550674413e-6,-4.063134184786658e-6,7.917077327672896e-6,2.0,direct_puMPS_rdm,
